label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.000000,0.000000,0.190823,-0.074700,0.334279,-0.384368,0.361232,-0.748914,0.382773,-1.000000,0.251570,-0.750609,0.217934,-0.995955,0.196843,-0.732354,0.207846,-0.604584,0.117312,-0.765153,0.088025,-0.994201,0.089832,-0.645463,0.118053,-0.554607,-0.006979,-0.750772,-0.041121,-0.937987,-0.020120,-0.607972,0.017922,-0.520219,-0.132370,-0.707439,-0.154915,-0.840950,-0.124166,-0.612404,-0.089177,-0.536003
A,0.000000,0.000000,0.190958,-0.073455,0.333391,-0.383219,0.360927,-0.748083,0.381795,-1.000000,0.251429,-0.749590,0.217072,-0.994827,0.195976,-0.730448,0.208579,-0.603962,0.117596,-0.763157,0.086861,-0.991876,0.089902,-0.643759,0.118575,-0.555933,-0.006821,-0.748745,-0.041883,-0.936666,-0.020327,-0.607593,0.017973,-0.521744,-0.132052,-0.707131,-0.155204,-0.840072,-0.124539,-0.612001,-0.089152,-0.536185
A,0.000000,0.000000,0.191412,-0.072866,0.333456,-0.385319,0.359145,-0.751950,0.381941,-1.000000,0.246000,-0.747736,0.212817,-0.995232,0.195139,-0.731340,0.206761,-0.601450,0.113192,-0.759579,0.083843,-0.989719,0.089371,-0.642571,0.117176,-0.553300,-0.009571,-0.742920,-0.043500,-0.937717,-0.020514,-0.606478,0.016697,-0.517416,-0.134817,-0.699738,-0.157738,-0.837160,-0.124763,-0.605815,-0.089495,-0.526368
A,0.000000,0.000000,0.190796,-0.069434,0.334530,-0.381692,0.359716,-0.750276,0.380605,-1.000000,0.247155,-0.743865,0.211579,-0.991402,0.193468,-0.726428,0.206867,-0.599009,0.114632,-0.757929,0.082801,-0.987576,0.088214,-0.639377,0.118065,-0.552365,-0.007942,-0.742988,-0.044640,-0.933197,-0.021448,-0.603186,0.018203,-0.516806,-0.132841,-0.700268,-0.158685,-0.833308,-0.126052,-0.603259,-0.088936,-0.524923
A,0.000000,0.000000,0.189399,-0.068244,0.333152,-0.381607,0.359355,-0.747512,0.378377,-1.000000,0.248316,-0.748384,0.213592,-0.994916,0.193459,-0.728547,0.206247,-0.601379,0.114430,-0.762264,0.084416,-0.992376,0.087519,-0.644064,0.117695,-0.555659,-0.009505,-0.746727,-0.045086,-0.934140,-0.022660,-0.605846,0.017796,-0.519168,-0.133792,-0.704356,-0.157959,-0.838314,-0.127128,-0.609029,-0.090925,-0.530568
A,0.000000,0.000000,0.190176,-0.076240,0.333787,-0.386009,0.360474,-0.748485,0.382127,-1.000000,0.249101,-0.748612,0.217549,-0.996187,0.198917,-0.728715,0.210541,-0.600538,0.116275,-0.761885,0.088250,-0.992328,0.092680,-0.645102,0.120296,-0.556930,-0.007084,-0.745228,-0.040207,-0.934544,-0.017119,-0.606930,0.020878,-0.520967,-0.131600,-0.701471,-0.154393,-0.838902,-0.121319,-0.610864,-0.086132,-0.531220
A,0.000000,0.000000,0.189388,-0.076232,0.333085,-0.386083,0.361453,-0.749249,0.387262,-1.000000,0.248814,-0.749597,0.214935,-0.994523,0.195335,-0.728378,0.207395,-0.601286,0.116300,-0.764176,0.087309,-0.991910,0.090215,-0.645078,0.119920,-0.555262,-0.007180,-0.748430,-0.041282,-0.935084,-0.019176,-0.606929,0.020991,-0.519876,-0.131597,-0.704883,-0.155030,-0.837658,-0.122495,-0.609381,-0.085183,-0.530514
A,0.000000,0.000000,0.189950,-0.080708,0.329885,-0.389722,0.355186,-0.751496,0.379406,-1.000000,0.247929,-0.749705,0.212416,-0.993570,0.193018,-0.729502,0.206191,-0.605839,0.114923,-0.764273,0.083744,-0.989439,0.087648,-0.644573,0.118731,-0.560558,-0.008760,-0.747869,-0.045102,-0.933247,-0.022282,-0.607902,0.019072,-0.525577,-0.132911,-0.704089,-0.158904,-0.834065,-0.126123,-0.608109,-0.087495,-0.532649
B,0.000000,0.000000,0.105383,-0.075905,0.183275,-0.252627,0.148263,-0.425517,0.069257,-0.481757,0.172778,-0.488071,0.187551,-0.677351,0.184365,-0.803881,0.178706,-0.917134,0.103957,-0.525975,0.121043,-0.732693,0.128354,-0.876987,0.131801,-1.000000,0.037502,-0.513641,0.049593,-0.709622,0.062332,-0.844530,0.070703,-0.963107,-0.035877,-0.468823,-0.022920,-0.624558,-0.008513,-0.729297,0.003997,-0.828503
B,0.000000,0.000000,0.107416,-0.074473,0.186366,-0.253505,0.147750,-0.430961,0.066365,-0.485072,0.175886,-0.484747,0.190989,-0.677685,0.188243,-0.806373,0.183017,-0.920852,0.105964,-0.523081,0.123183,-0.730923,0.131311,-0.876168,0.135699,-1.000000,0.039419,-0.512050,0.051923,-0.707169,0.066035,-0.842092,0.074986,-0.960964,-0.033508,-0.469468,-0.020872,-0.622817,-0.006618,-0.725703,0.004342,-0.822625
B,0.000000,0.000000,0.106694,-0.075917,0.185159,-0.251653,0.147363,-0.428117,0.068007,-0.487154,0.175330,-0.486410,0.190625,-0.678762,0.187564,-0.806267,0.181860,-0.919853,0.106196,-0.524651,0.123443,-0.732510,0.130808,-0.876980,0.134217,-1.000000,0.039701,-0.513047,0.052185,-0.709064,0.065446,-0.842618,0.073295,-0.959993,-0.033053,-0.470161,-0.020724,-0.624980,-0.007070,-0.728548,0.003599,-0.826366
B,0.000000,0.000000,0.107299,-0.075809,0.185295,-0.252746,0.148262,-0.428886,0.069178,-0.485004,0.174971,-0.485578,0.190318,-0.677776,0.187149,-0.804895,0.181667,-0.918573,0.105670,-0.523859,0.122459,-0.731436,0.130121,-0.876097,0.134189,-1.000000,0.039376,-0.512043,0.051166,-0.707964,0.064601,-0.842440,0.073039,-0.961628,-0.033076,-0.468467,-0.020525,-0.623042,-0.007260,-0.726321,0.003099,-0.824268
B,0.000000,0.000000,0.106201,-0.078277,0.184708,-0.253083,0.146458,-0.430398,0.067088,-0.489124,0.174298,-0.486063,0.189490,-0.676458,0.186410,-0.801982,0.181300,-0.915237,0.104857,-0.523788,0.121783,-0.731179,0.129169,-0.875238,0.133834,-1.000000,0.038417,-0.511961,0.050512,-0.707101,0.063784,-0.841416,0.072261,-0.961192,-0.034044,-0.467358,-0.021893,-0.622123,-0.008585,-0.725822,0.001911,-0.824560
B,0.000000,0.000000,0.106226,-0.078320,0.183780,-0.253339,0.143918,-0.430436,0.063754,-0.487827,0.173994,-0.485434,0.188547,-0.676466,0.184943,-0.802514,0.179071,-0.916262,0.104012,-0.523131,0.120490,-0.730975,0.127741,-0.875269,0.131740,-1.000000,0.037551,-0.511136,0.049232,-0.706739,0.062186,-0.841693,0.070484,-0.961379,-0.034920,-0.467370,-0.023117,-0.622710,-0.009853,-0.726986,0.000758,-0.825758
B,0.000000,0.000000,0.106626,-0.078297,0.184339,-0.252435,0.144093,-0.428258,0.063651,-0.485606,0.173028,-0.485401,0.187456,-0.677830,0.182899,-0.804661,0.175776,-0.918932,0.103071,-0.521989,0.119329,-0.730838,0.126205,-0.875111,0.129375,-1.000000,0.036144,-0.508781,0.047227,-0.704723,0.060425,-0.840175,0.068265,-0.960583,-0.036526,-0.464978,-0.024230,-0.620872,-0.010514,-0.725300,0.000308,-0.823022
B,0.000000,0.000000,0.106115,-0.079903,0.183289,-0.254652,0.143750,-0.429970,0.063352,-0.486543,0.172073,-0.485217,0.186062,-0.677710,0.182029,-0.804577,0.175203,-0.918837,0.102060,-0.523042,0.118730,-0.731360,0.125795,-0.875663,0.129091,-1.000000,0.035723,-0.511323,0.047263,-0.706723,0.060313,-0.841822,0.068119,-0.960928,-0.036666,-0.467044,-0.024504,-0.621589,-0.010716,-0.725199,-0.000166,-0.822778
B,0.000000,0.000000,0.106981,-0.079852,0.182813,-0.260942,0.139212,-0.435281,0.057663,-0.486849,0.175995,-0.487053,0.190611,-0.680965,0.187237,-0.808987,0.181004,-0.923210,0.106643,-0.524732,0.124360,-0.731148,0.132084,-0.875749,0.135337,-1.000000,0.040149,-0.513303,0.053249,-0.707298,0.067439,-0.839946,0.075592,-0.957015,-0.032357,-0.470382,-0.019265,-0.624868,-0.003586,-0.727699,0.009334,-0.824615
B,0.000000,0.000000,0.107812,-0.077495,0.184551,-0.259060,0.144862,-0.434005,0.063081,-0.483530,0.178835,-0.486956,0.194286,-0.681607,0.191654,-0.809979,0.186564,-0.924277,0.109435,-0.525948,0.127105,-0.732328,0.135774,-0.876620,0.141311,-1.000000,0.042616,-0.514030,0.055737,-0.709780,0.070989,-0.843989,0.081453,-0.961578,-0.029427,-0.470069,-0.016448,-0.622646,-0.000103,-0.725610,0.014304,-0.823035
B,0.000000,0.000000,0.108242,-0.075256,0.185539,-0.258544,0.146135,-0.436118,0.064766,-0.489298,0.181301,-0.483674,0.198096,-0.675446,0.196437,-0.803039,0.192796,-0.916888,0.112608,-0.525322,0.131336,-0.731788,0.140340,-0.876274,0.146080,-1.000000,0.046217,-0.516354,0.060005,-0.712042,0.075394,-0.845689,0.085467,-0.963320,-0.026255,-0.474951,-0.012611,-0.627674,0.003646,-0.730024,0.017564,-0.827582
B,0.000000,0.000000,0.108769,-0.077298,0.185190,-0.262787,0.143116,-0.439140,0.060257,-0.487660,0.180635,-0.483116,0.197004,-0.675592,0.195948,-0.803003,0.192632,-0.916640,0.111843,-0.524134,0.129895,-0.730099,0.139194,-0.875270,0.145279,-1.000000,0.045396,-0.514957,0.058549,-0.709214,0.074045,-0.842740,0.084035,-0.960629,-0.026671,-0.474416,-0.013252,-0.625423,0.002016,-0.727496,0.014631,-0.824544
B,0.000000,0.000000,0.109257,-0.079968,0.184766,-0.266745,0.140843,-0.442021,0.057220,-0.487381,0.179441,-0.485590,0.195089,-0.677886,0.192892,-0.805004,0.188227,-0.919434,0.110328,-0.525661,0.127869,-0.730353,0.136641,-0.875105,0.141918,-1.000000,0.043710,-0.515247,0.056139,-0.709272,0.071060,-0.843240,0.080514,-0.961310,-0.028113,-0.474622,-0.015061,-0.628553,0.000539,-0.731051,0.013344,-0.827695
B,0.000000,0.000000,0.107788,-0.079247,0.183271,-0.264934,0.140112,-0.439219,0.056583,-0.485576,0.176882,-0.486758,0.192216,-0.678451,0.189352,-0.805295,0.183728,-0.919211,0.108043,-0.526387,0.125508,-0.731659,0.133760,-0.875800,0.138523,-1.000000,0.041750,-0.515608,0.054878,-0.710155,0.069197,-0.843149,0.077754,-0.961147,-0.029963,-0.473447,-0.016541,-0.625021,-0.001859,-0.726145,0.009897,-0.821963
B,0.000000,0.000000,0.108080,-0.079808,0.183338,-0.264777,0.140176,-0.439427,0.057966,-0.485273,0.175898,-0.489552,0.190622,-0.682044,0.187720,-0.808204,0.182035,-0.920974,0.106278,-0.527124,0.123578,-0.732006,0.132034,-0.875917,0.137134,-1.000000,0.039790,-0.515844,0.052657,-0.710465,0.067860,-0.843809,0.077857,-0.961948,-0.031973,-0.473049,-0.018800,-0.626126,-0.002603,-0.728606,0.011448,-0.825681
B,0.000000,0.000000,0.108131,-0.079707,0.183212,-0.264541,0.139887,-0.439454,0.058094,-0.486725,0.175682,-0.489017,0.190670,-0.680588,0.187942,-0.806434,0.182174,-0.918852,0.106302,-0.527243,0.123715,-0.731739,0.131873,-0.875623,0.136750,-1.000000,0.039680,-0.516033,0.052752,-0.710674,0.067736,-0.844414,0.077527,-0.962961,-0.031890,-0.473594,-0.018717,-0.626892,-0.002503,-0.729661,0.011262,-0.826778
B,0.000000,0.000000,0.107625,-0.079733,0.182116,-0.264859,0.137656,-0.439649,0.055157,-0.487334,0.174108,-0.489073,0.187896,-0.680919,0.184699,-0.806750,0.178820,-0.919632,0.104806,-0.526760,0.120870,-0.732046,0.128670,-0.875332,0.133121,-1.000000,0.038408,-0.514588,0.049508,-0.708195,0.063753,-0.842058,0.072864,-0.960961,-0.032917,-0.471259,-0.020342,-0.624086,-0.006006,-0.726447,0.006360,-0.824216
B,0.000000,0.000000,0.106700,-0.079864,0.181384,-0.266168,0.136825,-0.440280,0.053269,-0.487118,0.173183,-0.488950,0.186556,-0.681982,0.181948,-0.809493,0.174425,-0.924000,0.104113,-0.525965,0.119566,-0.731638,0.126371,-0.875228,0.129832,-1.000000,0.037909,-0.513750,0.048797,-0.707037,0.062569,-0.840028,0.071021,-0.958187,-0.033596,-0.470674,-0.020982,-0.624042,-0.007051,-0.725572,0.004169,-0.822539
B,0.000000,0.000000,0.107006,-0.081107,0.181625,-0.266400,0.137839,-0.441927,0.055974,-0.493509,0.172606,-0.489532,0.185912,-0.683921,0.181278,-0.811124,0.173707,-0.925103,0.103444,-0.526207,0.119852,-0.732135,0.126914,-0.875738,0.130560,-1.000000,0.037229,-0.513643,0.048721,-0.707843,0.062812,-0.841078,0.071299,-0.959192,-0.034239,-0.470178,-0.021565,-0.623937,-0.006573,-0.726607,0.006084,-0.824012
B,0.000000,0.000000,0.107748,-0.083930,0.181756,-0.269947,0.137835,-0.444035,0.055679,-0.492966,0.173309,-0.489746,0.186542,-0.685181,0.181781,-0.812349,0.173886,-0.926647,0.103879,-0.526407,0.120594,-0.732683,0.127508,-0.876011,0.130475,-1.000000,0.037588,-0.515014,0.049822,-0.709288,0.063794,-0.842424,0.071840,-0.960203,-0.034073,-0.472338,-0.021150,-0.626456,-0.006126,-0.728679,0.006250,-0.825389
B,0.000000,0.000000,0.106735,-0.086028,0.180637,-0.270649,0.136769,-0.442619,0.053887,-0.492018,0.170787,-0.490339,0.182940,-0.683324,0.177676,-0.810303,0.170091,-0.924557,0.101557,-0.526946,0.116234,-0.733656,0.122282,-0.876409,0.124961,-1.000000,0.035299,-0.514282,0.046634,-0.708242,0.059168,-0.841659,0.066325,-0.959792,-0.035979,-0.470543,-0.023668,-0.624178,-0.009994,-0.726864,0.000895,-0.824565
B,0.000000,0.000000,0.105619,-0.086552,0.178390,-0.271174,0.132796,-0.442663,0.048896,-0.487841,0.168804,-0.488352,0.180366,-0.679779,0.174724,-0.807058,0.166677,-0.922161,0.099434,-0.525360,0.114508,-0.730738,0.120677,-0.874412,0.124033,-1.000000,0.033387,-0.512764,0.044287,-0.705949,0.056949,-0.839070,0.064623,-0.957144,-0.037753,-0.469267,-0.025468,-0.623474,-0.011310,-0.725843,0.000093,-0.823205
B,0.000000,0.000000,0.104450,-0.087185,0.176589,-0.269714,0.132809,-0.439736,0.050431,-0.487060,0.165557,-0.488912,0.176455,-0.678762,0.169915,-0.803907,0.161229,-0.917879,0.096634,-0.525397,0.110296,-0.730944,0.115529,-0.874336,0.117860,-1.000000,0.030658,-0.511980,0.040296,-0.705713,0.051864,-0.839024,0.058647,-0.957864,-0.040474,-0.466498,-0.029646,-0.620750,-0.016627,-0.723778,-0.006405,-0.821375
B,0.000000,0.000000,0.104752,-0.084355,0.178228,-0.266836,0.135075,-0.438893,0.052598,-0.487901,0.166351,-0.489831,0.177808,-0.679130,0.171578,-0.803486,0.163133,-0.916277,0.097166,-0.525903,0.111152,-0.731026,0.116117,-0.874639,0.118338,-1.000000,0.031030,-0.512519,0.041079,-0.706230,0.052678,-0.840045,0.059391,-0.958795,-0.040240,-0.467088,-0.029130,-0.621890,-0.015801,-0.725513,-0.005264,-0.823706
B,0.000000,0.000000,0.105657,-0.085591,0.179776,-0.266749,0.136208,-0.437955,0.052832,-0.486105,0.168304,-0.488479,0.179827,-0.681012,0.173828,-0.807439,0.165479,-0.921682,0.098994,-0.524929,0.114113,-0.730895,0.119728,-0.874572,0.122326,-1.000000,0.032674,-0.511787,0.043832,-0.706328,0.056759,-0.839744,0.064583,-0.958415,-0.038750,-0.468274,-0.026888,-0.622206,-0.012273,-0.724013,0.000140,-0.820912
B,0.000000,0.000000,0.106068,-0.086739,0.178837,-0.267199,0.135723,-0.438428,0.054310,-0.488885,0.168555,-0.488400,0.180028,-0.680601,0.174869,-0.806625,0.167198,-0.921013,0.099448,-0.524596,0.114836,-0.730475,0.120980,-0.874574,0.124249,-1.000000,0.033421,-0.511992,0.044306,-0.706341,0.057562,-0.840487,0.065657,-0.959710,-0.037759,-0.467707,-0.025541,-0.622370,-0.011087,-0.725179,0.001305,-0.822552
B,0.000000,0.000000,0.106775,-0.087085,0.179511,-0.270513,0.135348,-0.441222,0.052170,-0.488703,0.168528,-0.489663,0.180736,-0.680562,0.175513,-0.805650,0.168283,-0.919214,0.099419,-0.526640,0.114446,-0.731921,0.121061,-0.874989,0.124643,-1.000000,0.033551,-0.514570,0.043747,-0.708059,0.056722,-0.841141,0.064728,-0.959156,-0.037524,-0.470782,-0.025902,-0.623966,-0.012408,-0.726262,-0.001291,-0.822863
B,0.000000,0.000000,0.106624,-0.088169,0.178911,-0.271170,0.133473,-0.440743,0.050236,-0.488333,0.166608,-0.489634,0.178251,-0.681315,0.172277,-0.806970,0.164316,-0.921113,0.097342,-0.525061,0.112004,-0.730972,0.118049,-0.874485,0.120845,-1.000000,0.031004,-0.512218,0.041611,-0.706323,0.054202,-0.839557,0.061668,-0.958068,-0.040110,-0.468353,-0.028702,-0.622644,-0.015133,-0.726010,-0.004154,-0.823819
B,0.000000,0.000000,0.104782,-0.087270,0.177702,-0.268768,0.133365,-0.440573,0.050118,-0.489218,0.166058,-0.488113,0.177812,-0.679012,0.172385,-0.803832,0.164851,-0.917663,0.096661,-0.525246,0.110574,-0.731339,0.116442,-0.874515,0.119672,-1.000000,0.030005,-0.512552,0.040195,-0.707074,0.052748,-0.840626,0.060066,-0.959955,-0.041200,-0.468272,-0.029810,-0.621929,-0.016660,-0.724568,-0.006232,-0.822167
B,0.000000,0.000000,0.104456,-0.085699,0.177644,-0.266131,0.134196,-0.438694,0.051556,-0.487832,0.165987,-0.488119,0.177719,-0.679002,0.171977,-0.803543,0.164580,-0.916824,0.096593,-0.525224,0.110783,-0.731564,0.116635,-0.874727,0.119812,-1.000000,0.030247,-0.512772,0.040338,-0.706877,0.052837,-0.840220,0.060327,-0.959203,-0.041247,-0.468208,-0.029799,-0.622253,-0.016437,-0.724750,-0.006097,-0.821942
B,0.000000,0.000000,0.103990,-0.083817,0.178213,-0.263122,0.135922,-0.435264,0.053819,-0.487709,0.166785,-0.488083,0.178657,-0.681207,0.173424,-0.806779,0.166172,-0.920406,0.097497,-0.524802,0.112559,-0.732065,0.118755,-0.875525,0.121843,-1.000000,0.031178,-0.512461,0.041702,-0.707732,0.054263,-0.841124,0.062204,-0.959450,-0.040027,-0.467820,-0.028771,-0.622066,-0.015003,-0.724850,-0.002977,-0.822436
B,0.000000,0.000000,0.104363,-0.084348,0.178774,-0.264320,0.136255,-0.437524,0.053741,-0.488974,0.167195,-0.488024,0.179200,-0.680140,0.173972,-0.805478,0.166984,-0.918943,0.098017,-0.525203,0.112616,-0.732258,0.118594,-0.875602,0.121967,-1.000000,0.031638,-0.512535,0.041773,-0.708006,0.054675,-0.841608,0.062729,-0.960290,-0.039708,-0.468518,-0.028706,-0.622439,-0.015134,-0.725313,-0.003305,-0.822992
B,0.000000,0.000000,0.105469,-0.086020,0.179677,-0.265617,0.136190,-0.438082,0.052946,-0.488639,0.166173,-0.488210,0.178327,-0.679588,0.172685,-0.804504,0.165379,-0.918147,0.096779,-0.524549,0.111327,-0.730999,0.117606,-0.874804,0.121062,-1.000000,0.030262,-0.511795,0.040627,-0.706939,0.053139,-0.840035,0.060815,-0.958426,-0.040977,-0.466624,-0.029809,-0.620188,-0.016520,-0.723334,-0.005959,-0.821436
B,0.000000,0.000000,0.106237,-0.085278,0.180455,-0.264966,0.137370,-0.437479,0.054557,-0.488285,0.167097,-0.487651,0.178909,-0.680756,0.173423,-0.807431,0.165556,-0.921727,0.097579,-0.522789,0.112086,-0.731205,0.117752,-0.875410,0.120647,-1.000000,0.031076,-0.509700,0.041476,-0.705894,0.053928,-0.839727,0.061208,-0.958417,-0.040822,-0.464654,-0.029706,-0.618927,-0.016408,-0.723251,-0.005764,-0.821606
B,0.000000,0.000000,0.106895,-0.087380,0.179865,-0.268117,0.134530,-0.440220,0.051015,-0.488429,0.167395,-0.487086,0.178816,-0.680351,0.172702,-0.807377,0.164651,-0.921758,0.097553,-0.522951,0.111596,-0.731117,0.117306,-0.875241,0.120036,-1.000000,0.031081,-0.509938,0.040937,-0.705494,0.053093,-0.840117,0.060146,-0.958674,-0.040494,-0.465252,-0.029929,-0.620243,-0.017431,-0.724111,-0.007965,-0.821354
B,0.000000,0.000000,0.106008,-0.087211,0.177958,-0.268641,0.131838,-0.441055,0.048226,-0.491357,0.166472,-0.488232,0.177612,-0.680718,0.171562,-0.807192,0.163886,-0.921281,0.096608,-0.523950,0.110738,-0.732004,0.116014,-0.875674,0.118828,-1.000000,0.029845,-0.510536,0.039572,-0.706108,0.052089,-0.840480,0.059287,-0.958913,-0.041775,-0.465303,-0.031461,-0.620847,-0.018204,-0.725128,-0.007450,-0.822905
B,0.000000,0.000000,0.106206,-0.088533,0.178617,-0.269463,0.132532,-0.440908,0.048975,-0.490151,0.165571,-0.488309,0.177004,-0.680449,0.171452,-0.805539,0.164114,-0.919903,0.095941,-0.523853,0.110333,-0.731579,0.116262,-0.874935,0.119470,-1.000000,0.029734,-0.510153,0.039675,-0.706304,0.051925,-0.840747,0.059491,-0.959748,-0.041416,-0.465140,-0.031337,-0.619805,-0.018062,-0.724029,-0.007426,-0.822266
B,0.000000,0.000000,0.106452,-0.088235,0.178854,-0.268634,0.133306,-0.441178,0.049781,-0.489195,0.166059,-0.488260,0.177648,-0.679417,0.172000,-0.803695,0.164786,-0.917116,0.096609,-0.524695,0.110489,-0.731837,0.116442,-0.874960,0.119704,-1.000000,0.030407,-0.511089,0.040056,-0.706530,0.052363,-0.840933,0.060018,-0.960102,-0.041128,-0.465519,-0.030681,-0.620409,-0.017664,-0.724331,-0.006986,-0.822538
B,0.000000,0.000000,0.106162,-0.086603,0.179341,-0.268312,0.134556,-0.439539,0.050729,-0.485989,0.166120,-0.488223,0.177730,-0.679384,0.171947,-0.804204,0.164559,-0.917967,0.096442,-0.523484,0.110647,-0.730895,0.116467,-0.874557,0.119819,-1.000000,0.030160,-0.509502,0.040132,-0.705211,0.052831,-0.840279,0.060877,-0.960115,-0.041383,-0.463954,-0.030690,-0.620046,-0.017135,-0.724097,-0.005845,-0.822832
B,0.000000,0.000000,0.106763,-0.088482,0.178853,-0.269106,0.132912,-0.439686,0.049161,-0.485876,0.165667,-0.487946,0.177036,-0.679482,0.171471,-0.804740,0.163994,-0.918698,0.096262,-0.522793,0.110233,-0.730550,0.115783,-0.874668,0.118741,-1.000000,0.030061,-0.508991,0.039496,-0.704810,0.051757,-0.839532,0.059096,-0.958990,-0.041493,-0.463282,-0.031822,-0.618476,-0.018879,-0.722756,-0.008426,-0.821869
B,0.000000,0.000000,0.106898,-0.087867,0.179232,-0.268887,0.134784,-0.439059,0.051968,-0.484716,0.165667,-0.489858,0.175858,-0.680589,0.170189,-0.804848,0.163712,-0.918261,0.095786,-0.524650,0.108553,-0.730277,0.114269,-0.873703,0.117984,-1.000000,0.029700,-0.509621,0.038325,-0.703957,0.051138,-0.838684,0.059429,-0.958795,-0.041692,-0.462672,-0.032246,-0.617858,-0.019456,-0.722162,-0.008772,-0.821953
B,0.000000,0.000000,0.106397,-0.087814,0.178806,-0.268612,0.133601,-0.438847,0.050085,-0.482194,0.165227,-0.491560,0.175461,-0.680397,0.169461,-0.804056,0.162485,-0.917195,0.095268,-0.525974,0.107604,-0.731323,0.113220,-0.874284,0.116846,-1.000000,0.028742,-0.510844,0.036955,-0.704876,0.049236,-0.839441,0.057057,-0.959561,-0.042136,-0.463222,-0.033034,-0.619431,-0.020423,-0.723832,-0.009536,-0.823040
B,0.000000,0.000000,0.106112,-0.089148,0.176838,-0.272024,0.129277,-0.438361,0.045635,-0.478508,0.162586,-0.490521,0.172010,-0.679664,0.165563,-0.804662,0.158429,-0.917897,0.092556,-0.526233,0.104265,-0.731734,0.109219,-0.875273,0.112676,-1.000000,0.026587,-0.511344,0.033832,-0.706188,0.045118,-0.840929,0.052360,-0.960563,-0.044326,-0.463073,-0.036106,-0.617527,-0.024723,-0.721906,-0.015274,-0.821224
B,0.000000,0.000000,0.107136,-0.090898,0.177472,-0.275499,0.128570,-0.442549,0.044402,-0.481049,0.162927,-0.491925,0.171991,-0.681980,0.165641,-0.806267,0.158339,-0.919809,0.093095,-0.527079,0.104624,-0.732102,0.109603,-0.874911,0.112862,-1.000000,0.026986,-0.512726,0.035351,-0.707166,0.047345,-0.841969,0.055447,-0.962179,-0.043064,-0.465655,-0.034252,-0.619991,-0.021563,-0.724290,-0.010381,-0.823033
B,0.000000,0.000000,0.109810,-0.092964,0.181164,-0.277866,0.131920,-0.446393,0.045714,-0.480535,0.165420,-0.492098,0.176681,-0.680698,0.170773,-0.803780,0.163454,-0.916574,0.095961,-0.527528,0.109449,-0.732162,0.115114,-0.874465,0.118666,-1.000000,0.029961,-0.514237,0.039411,-0.707901,0.052375,-0.842364,0.060368,-0.962180,-0.040419,-0.469278,-0.030306,-0.624757,-0.016504,-0.728712,-0.004570,-0.826650
B,0.000000,0.000000,0.108069,-0.090750,0.179681,-0.273889,0.131591,-0.442046,0.046549,-0.479586,0.164748,-0.490583,0.175442,-0.677746,0.169457,-0.800523,0.162222,-0.912728,0.095422,-0.526716,0.108388,-0.731165,0.114261,-0.874376,0.117805,-1.000000,0.029611,-0.512801,0.038742,-0.706225,0.051374,-0.840288,0.059418,-0.959337,-0.040890,-0.467507,-0.031070,-0.622340,-0.018409,-0.726198,-0.007630,-0.824077
B,0.000000,0.000000,0.107089,-0.088332,0.179791,-0.271512,0.131758,-0.440071,0.045665,-0.474586,0.165502,-0.491071,0.175924,-0.678715,0.169523,-0.801803,0.162116,-0.914177,0.096175,-0.527200,0.108763,-0.731747,0.114520,-0.874474,0.118056,-1.000000,0.030233,-0.513429,0.038782,-0.707060,0.051167,-0.841211,0.059027,-0.960520,-0.040490,-0.467450,-0.031031,-0.621958,-0.018338,-0.725768,-0.007851,-0.824453
B,0.000000,0.000000,0.106827,-0.089434,0.178826,-0.272906,0.130609,-0.442020,0.045138,-0.480804,0.165052,-0.492230,0.175037,-0.679658,0.168644,-0.802584,0.160746,-0.914847,0.095253,-0.527926,0.107270,-0.732815,0.112509,-0.875055,0.115997,-1.000000,0.029255,-0.513356,0.037818,-0.707852,0.050139,-0.841216,0.057917,-0.959722,-0.041482,-0.466931,-0.032112,-0.621830,-0.019991,-0.726199,-0.009597,-0.825371
B,0.000000,0.000000,0.106854,-0.089767,0.178684,-0.271617,0.131360,-0.441072,0.046105,-0.477957,0.164658,-0.491150,0.175025,-0.678122,0.168260,-0.801280,0.160569,-0.914109,0.095292,-0.527556,0.107664,-0.731989,0.112945,-0.874242,0.116651,-1.000000,0.029204,-0.513209,0.037165,-0.707367,0.049125,-0.841248,0.056679,-0.960857,-0.041796,-0.465801,-0.032444,-0.620525,-0.020489,-0.724893,-0.010403,-0.824591
B,0.000000,0.000000,0.107191,-0.091031,0.178984,-0.272924,0.131093,-0.441153,0.045622,-0.478664,0.164561,-0.489666,0.175303,-0.676960,0.168826,-0.799963,0.160937,-0.912721,0.095326,-0.526030,0.107921,-0.731283,0.113319,-0.873873,0.117144,-1.000000,0.029057,-0.511464,0.037024,-0.706596,0.049051,-0.840628,0.056753,-0.960814,-0.041818,-0.464167,-0.032915,-0.618870,-0.020822,-0.723842,-0.010894,-0.823887
